,time,input,gAseen,gAacc,gBseen,gBacc,score,prediction,ground_truth,group_membership
1079,1079,B_rej,97,10,983,173,0.00013534618,0,0.0,1.0
1080,1080,B_rej,97,10,984,173,0.3737268,0,1.0,1.0
1081,1081,B_rej,97,10,985,173,0.04792905,0,0.0,1.0
1082,1082,B_rej,97,10,986,173,0.08584722,0,0.0,1.0
1083,1083,B_rej,97,10,987,173,0.26206458,0,0.0,1.0
1084,1084,B_rej,97,10,988,173,0.16219361,0,0.0,1.0
1085,1085,B_acc,97,10,989,174,0.61606073,1,0.0,1.0
1086,1086,B_rej,97,10,990,174,0.0005317015,0,0.0,1.0
1087,1087,B_acc,97,10,991,175,0.9914238,1,1.0,1.0
1088,1088,B_rej,97,10,992,175,3.7099376e-06,0,0.0,1.0
1089,1089,B_rej,97,10,993,175,0.07894677,0,0.0,1.0
1090,1090,B_rej,97,10,994,175,0.29063442,0,0.0,1.0
1091,1091,B_rej,97,10,995,175,0.109636866,0,0.0,1.0
1092,1092,B_acc,97,10,996,176,0.51911014,1,1.0,1.0
1093,1093,B_rej,97,10,997,176,0.20299757,0,0.0,1.0
1094,1094,B_rej,97,10,998,176,0.0026624356,0,0.0,1.0
1095,1095,B_rej,97,10,999,176,0.14744925,0,1.0,1.0
1096,1096,B_acc,97,10,1000,177,0.50745195,1,0.0,1.0
1097,1097,B_rej,97,10,1001,177,0.27301726,0,1.0,1.0
1098,1098,B_rej,97,10,1002,177,0.091987446,0,0.0,1.0
1099,1099,B_acc,97,10,1003,178,0.55614173,1,0.0,1.0
1100,1100,B_acc,97,10,1004,179,0.5373365,1,1.0,1.0
1101,1101,B_rej,97,10,1005,179,0.0049220645,0,0.0,1.0
1102,1102,B_acc,97,10,1006,180,0.99998724,1,1.0,1.0
1103,1103,B_rej,97,10,1007,180,0.009959158,0,0.0,1.0
1104,1104,B_rej,97,10,1008,180,0.16219361,0,0.0,1.0
1105,1105,B_acc,97,10,1009,181,0.82997704,1,1.0,1.0
1106,1106,A_rej,98,10,1009,181,0.04705249,0,0.0,0.0
1107,1107,B_rej,98,10,1010,181,0.3122328,0,0.0,1.0
1108,1108,B_acc,98,10,1011,182,0.8101545,1,1.0,1.0
1109,1109,B_rej,98,10,1012,182,0.0012243039,0,0.0,1.0
1110,1110,B_rej,98,10,1013,182,0.49046457,0,0.0,1.0
1111,1111,B_rej,98,10,1014,182,0.017973026,0,0.0,1.0
1112,1112,B_rej,98,10,1015,182,0.13827893,0,0.0,1.0
1113,1113,A_rej,99,10,1015,182,0.00017823663,0,0.0,0.0
1114,1114,B_rej,99,10,1016,182,0.35843697,0,1.0,1.0
1115,1115,B_rej,99,10,1017,182,0.3438926,0,0.0,1.0
1116,1116,A_acc,100,11,1017,182,0.54995775,1,0.0,0.0
1117,1117,B_rej,100,11,1018,182,0.017773222,0,0.0,1.0
1118,1118,B_rej,100,11,1019,182,0.18307437,0,0.0,1.0
1119,1119,B_rej,100,11,1020,182,0.09450416,0,0.0,1.0
1120,1120,B_rej,100,11,1021,182,0.12510318,0,0.0,1.0
1121,1121,B_acc,100,11,1022,183,0.51104224,1,1.0,1.0
1122,1122,B_acc,100,11,1023,184,0.8849533,1,1.0,1.0
1123,1123,A_rej,101,11,1023,184,0.09667339,0,1.0,0.0
1124,1124,B_rej,101,11,1024,184,0.0006046797,0,0.0,1.0
1125,1125,B_rej,101,11,1025,184,0.0037043674,0,0.0,1.0
1126,1126,B_rej,101,11,1026,184,0.009845537,0,0.0,1.0
1127,1127,B_rej,101,11,1027,184,0.00044434285,0,0.0,1.0
1128,1128,B_rej,101,11,1028,184,0.0014175923,0,0.0,1.0
1129,1129,B_rej,101,11,1029,184,0.033579446,0,0.0,1.0
1130,1130,B_acc,101,11,1030,185,0.8651012,1,1.0,1.0
1131,1131,B_acc,101,11,1031,186,0.6911402,1,1.0,1.0
1132,1132,B_rej,101,11,1032,186,0.19752531,0,0.0,1.0
1133,1133,B_acc,101,11,1033,187,0.5547573,1,1.0,1.0
1134,1134,B_rej,101,11,1034,187,0.00036451986,0,0.0,1.0
1135,1135,A_rej,102,11,1034,187,0.00016770103,0,0.0,0.0
1136,1136,B_rej,102,11,1035,187,0.004042652,0,0.0,1.0
1137,1137,B_rej,102,11,1036,187,0.0073668193,0,0.0,1.0
1138,1138,B_rej,102,11,1037,187,0.0014939479,0,0.0,1.0
1139,1139,A_rej,103,11,1037,187,0.08074849,0,0.0,0.0
1140,1140,B_rej,103,11,1038,187,0.021356592,0,0.0,1.0
1141,1141,B_acc,103,11,1039,188,0.6777449,1,1.0,1.0
1142,1142,B_rej,103,11,1040,188,0.2622906,0,0.0,1.0
1143,1143,B_rej,103,11,1041,188,0.1907526,0,0.0,1.0
1144,1144,B_rej,103,11,1042,188,0.015664611,0,0.0,1.0
1145,1145,A_rej,104,11,1042,188,0.00058287726,0,0.0,0.0
1146,1146,B_rej,104,11,1043,188,0.0036702172,0,0.0,1.0
1147,1147,B_rej,104,11,1044,188,0.2392299,0,0.0,1.0
1148,1148,B_rej,104,11,1045,188,0.07490121,0,0.0,1.0
1149,1149,B_acc,104,11,1046,189,0.6486579,1,1.0,1.0
1150,1150,B_rej,104,11,1047,189,0.22058511,0,0.0,1.0
1151,1151,B_acc,104,11,1048,190,0.9980502,1,1.0,1.0
1152,1152,B_rej,104,11,1049,190,0.19880626,0,1.0,1.0
1153,1153,B_rej,104,11,1050,190,0.042017307,0,1.0,1.0
1154,1154,B_rej,104,11,1051,190,0.011449173,0,0.0,1.0
1155,1155,A_rej,105,11,1051,190,0.0013308541,0,0.0,0.0
1156,1156,B_rej,105,11,1052,190,0.18950643,0,0.0,1.0
1157,1157,B_rej,105,11,1053,190,0.3697333,0,0.0,1.0
1158,1158,B_rej,105,11,1054,190,0.44216028,0,0.0,1.0
1159,1159,B_rej,105,11,1055,190,0.12616475,0,0.0,1.0
1160,1160,B_rej,105,11,1056,190,0.002289114,0,0.0,1.0
1161,1161,B_rej,105,11,1057,190,0.0028287664,0,0.0,1.0
1162,1162,B_rej,105,11,1058,190,0.28673005,0,0.0,1.0
1163,1163,A_rej,106,11,1058,190,0.006053062,0,0.0,0.0
1164,1164,B_acc,106,11,1059,191,0.913335,1,1.0,1.0
1165,1165,B_rej,106,11,1060,191,0.3475786,0,1.0,1.0
1166,1166,B_rej,106,11,1061,191,0.0029846034,0,0.0,1.0
1167,1167,B_acc,106,11,1062,192,0.63534284,1,1.0,1.0
1168,1168,B_acc,106,11,1063,193,0.99960786,1,1.0,1.0
1169,1169,B_rej,106,11,1064,193,0.012331453,0,0.0,1.0
1170,1170,B_rej,106,11,1065,193,0.008074154,0,0.0,1.0
1171,1171,B_rej,106,11,1066,193,0.033905692,0,0.0,1.0
1172,1172,B_rej,106,11,1067,193,0.43833765,0,1.0,1.0
1173,1173,B_rej,106,11,1068,193,0.0004916787,0,0.0,1.0
1174,1174,B_rej,106,11,1069,193,0.01093463,0,0.0,1.0
1175,1175,B_rej,106,11,1070,193,0.0029130161,0,0.0,1.0
1176,1176,B_rej,106,11,1071,193,0.1624299,0,0.0,1.0
1177,1177,B_rej,106,11,1072,193,0.08633536,0,0.0,1.0
1178,1178,B_rej,106,11,1073,193,0.23379959,0,1.0,1.0
1179,1179,B_rej,106,11,1074,193,0.00052516215,0,0.0,1.0
1180,1180,A_rej,107,11,1074,193,0.0022245296,0,0.0,0.0
1181,1181,B_rej,107,11,1075,193,0.00033727562,0,0.0,1.0
1182,1182,B_rej,107,11,1076,193,0.0019673035,0,0.0,1.0
1183,1183,B_rej,107,11,1077,193,2.993864e-06,0,0.0,1.0
1184,1184,B_rej,107,11,1078,193,0.42709315,0,1.0,1.0
1185,1185,B_acc,107,11,1079,194,0.5956838,1,1.0,1.0
1186,1186,B_acc,107,11,1080,195,0.6661966,1,1.0,1.0
1187,1187,B_rej,107,11,1081,195,0.026664428,0,0.0,1.0
1188,1188,B_rej,107,11,1082,195,0.39109707,0,1.0,1.0
1189,1189,B_acc,107,11,1083,196,0.5531835,1,1.0,1.0
1190,1190,A_rej,108,11,1083,196,0.002253901,0,0.0,0.0
1191,1191,B_acc,108,11,1084,197,0.5137028,1,0.0,1.0
1192,1192,B_rej,108,11,1085,197,0.037859846,0,0.0,1.0
1193,1193,B_rej,108,11,1086,197,0.1385803,0,0.0,1.0
1194,1194,B_rej,108,11,1087,197,0.087754,0,0.0,1.0
1195,1195,B_rej,108,11,1088,197,0.019624123,0,0.0,1.0
1196,1196,B_rej,108,11,1089,197,0.0020988928,0,0.0,1.0
1197,1197,B_rej,108,11,1090,197,0.09143416,0,0.0,1.0
1198,1198,B_rej,108,11,1091,197,0.007858632,0,0.0,1.0
1199,1199,B_rej,108,11,1092,197,0.016884057,0,0.0,1.0
1200,1200,A_rej,109,11,1092,197,0.0024911514,0,0.0,0.0
1201,1201,B_rej,109,11,1093,197,0.00022166774,0,0.0,1.0
1202,1202,A_rej,110,11,1093,197,0.0023880543,0,0.0,0.0
1203,1203,A_rej,111,11,1093,197,0.013364425,0,0.0,0.0
1204,1204,B_rej,111,11,1094,197,0.4179828,0,1.0,1.0
1205,1205,B_rej,111,11,1095,197,0.00017262339,0,0.0,1.0
1206,1206,B_rej,111,11,1096,197,0.27605736,0,0.0,1.0
1207,1207,B_rej,111,11,1097,197,0.078021824,0,0.0,1.0
1208,1208,A_rej,112,11,1097,197,0.010942234,0,0.0,0.0
1209,1209,B_rej,112,11,1098,197,0.00017019098,0,0.0,1.0
1210,1210,B_rej,112,11,1099,197,0.04913847,0,0.0,1.0
1211,1211,B_rej,112,11,1100,197,0.39314455,0,0.0,1.0
1212,1212,B_rej,112,11,1101,197,0.0816211,0,0.0,1.0
1213,1213,B_rej,112,11,1102,197,0.44439572,0,1.0,1.0
1214,1214,B_rej,112,11,1103,197,0.31483904,0,0.0,1.0
1215,1215,B_rej,112,11,1104,197,0.019042395,0,0.0,1.0
1216,1216,B_rej,112,11,1105,197,9.3326935e-07,0,0.0,1.0
1217,1217,B_rej,112,11,1106,197,0.29235795,0,0.0,1.0
1218,1218,B_acc,112,11,1107,198,0.89698726,1,1.0,1.0
1219,1219,A_acc,113,12,1107,198,0.99597436,1,1.0,0.0
1220,1220,B_rej,113,12,1108,198,0.09625353,0,0.0,1.0
1221,1221,B_acc,113,12,1109,199,0.85554355,1,1.0,1.0
1222,1222,B_rej,113,12,1110,199,0.30407703,0,0.0,1.0
1223,1223,A_rej,114,12,1110,199,0.0035330497,0,0.0,0.0
1224,1224,B_rej,114,12,1111,199,0.32902062,0,1.0,1.0
1225,1225,B_rej,114,12,1112,199,0.018865036,0,1.0,1.0
1226,1226,A_rej,115,12,1112,199,0.15092935,0,0.0,0.0
1227,1227,B_acc,115,12,1113,200,0.68336326,1,1.0,1.0
1228,1228,B_rej,115,12,1114,200,0.00088949077,0,0.0,1.0
1229,1229,B_acc,115,12,1115,201,0.59470946,1,1.0,1.0
1230,1230,B_rej,115,12,1116,201,0.08791406,0,0.0,1.0
1231,1231,B_acc,115,12,1117,202,0.9979861,1,1.0,1.0
1232,1232,B_rej,115,12,1118,202,0.14983992,0,0.0,1.0
1233,1233,A_rej,116,12,1118,202,0.28856575,0,1.0,0.0
1234,1234,B_acc,116,12,1119,203,0.93242085,1,1.0,1.0
1235,1235,B_acc,116,12,1120,204,0.5243927,1,0.0,1.0
1236,1236,B_rej,116,12,1121,204,0.10508296,0,0.0,1.0
1237,1237,B_rej,116,12,1122,204,0.0005128669,0,0.0,1.0
1238,1238,B_rej,116,12,1123,204,0.17987305,0,0.0,1.0
1239,1239,B_acc,116,12,1124,205,0.7727476,1,1.0,1.0
1240,1240,B_rej,116,12,1125,205,0.0021726182,0,0.0,1.0
1241,1241,B_rej,116,12,1126,205,0.1188489,0,1.0,1.0
1242,1242,B_rej,116,12,1127,205,0.45822132,0,0.0,1.0
1243,1243,B_rej,116,12,1128,205,0.11224152,0,0.0,1.0
1244,1244,A_rej,117,12,1128,205,0.48526034,0,0.0,0.0
1245,1245,B_rej,117,12,1129,205,0.00532038,0,0.0,1.0
1246,1246,B_rej,117,12,1130,205,0.0049816836,0,0.0,1.0
1247,1247,B_rej,117,12,1131,205,0.10626262,0,0.0,1.0
1248,1248,B_rej,117,12,1132,205,0.023557886,0,0.0,1.0
1249,1249,B_rej,117,12,1133,205,0.46518436,0,1.0,1.0
1250,1250,B_rej,117,12,1134,205,2.3199997e-05,0,0.0,1.0
1251,1251,B_rej,117,12,1135,205,0.1527047,0,0.0,1.0
1252,1252,A_rej,118,12,1135,205,0.020685691,0,0.0,0.0
1253,1253,B_rej,118,12,1136,205,0.0886231,0,0.0,1.0
1254,1254,B_rej,118,12,1137,205,0.40064618,0,0.0,1.0
1255,1255,B_rej,118,12,1138,205,0.00044424122,0,0.0,1.0
1256,1256,B_rej,118,12,1139,205,0.24376644,0,0.0,1.0
1257,1257,B_acc,118,12,1140,206,0.7946762,1,1.0,1.0
1258,1258,B_rej,118,12,1141,206,0.23384435,0,0.0,1.0
1259,1259,B_rej,118,12,1142,206,0.12566364,0,0.0,1.0
1260,1260,A_acc,119,13,1142,206,0.6397419,1,1.0,0.0
1261,1261,B_rej,119,13,1143,206,0.036346298,0,0.0,1.0
1262,1262,B_rej,119,13,1144,206,0.31514975,0,0.0,1.0
1263,1263,B_rej,119,13,1145,206,8.63224e-05,0,0.0,1.0
1264,1264,B_rej,119,13,1146,206,0.17101252,0,0.0,1.0
1265,1265,B_rej,119,13,1147,206,0.2079785,0,0.0,1.0
1266,1266,B_rej,119,13,1148,206,0.37777096,0,0.0,1.0
1267,1267,A_rej,120,13,1148,206,0.006621716,0,0.0,0.0
1268,1268,B_acc,120,13,1149,207,0.8595286,1,1.0,1.0
1269,1269,B_acc,120,13,1150,208,0.9996655,1,1.0,1.0
1270,1270,B_rej,120,13,1151,208,0.013387897,0,0.0,1.0
1271,1271,B_rej,120,13,1152,208,0.2991527,0,0.0,1.0
1272,1272,B_rej,120,13,1153,208,0.39639285,0,0.0,1.0
1273,1273,B_rej,120,13,1154,208,0.052141953,0,0.0,1.0
1274,1274,B_rej,120,13,1155,208,0.0001233674,0,0.0,1.0
1275,1275,A_rej,121,13,1155,208,0.19314271,0,0.0,0.0
1276,1276,B_rej,121,13,1156,208,0.1899624,0,0.0,1.0
1277,1277,B_rej,121,13,1157,208,0.0014744069,0,0.0,1.0
1278,1278,B_rej,121,13,1158,208,0.08825508,0,0.0,1.0
1279,1279,B_rej,121,13,1159,208,0.039596748,0,0.0,1.0
1280,1280,B_rej,121,13,1160,208,0.02860963,0,0.0,1.0
1281,1281,B_rej,121,13,1161,208,0.00019214212,0,0.0,1.0
1282,1282,B_rej,121,13,1162,208,0.0010519155,0,0.0,1.0
1283,1283,B_rej,121,13,1163,208,0.006045192,0,0.0,1.0
1284,1284,B_rej,121,13,1164,208,0.45952085,0,0.0,1.0
1285,1285,B_acc,121,13,1165,209,0.5445857,1,1.0,1.0
1286,1286,B_rej,121,13,1166,209,3.4257413e-05,0,0.0,1.0
1287,1287,B_rej,121,13,1167,209,0.08044058,0,0.0,1.0
1288,1288,A_rej,122,13,1167,209,9.485482e-05,0,0.0,0.0
1289,1289,B_rej,122,13,1168,209,0.20870951,0,1.0,1.0
1290,1290,B_rej,122,13,1169,209,0.000828852,0,0.0,1.0
1291,1291,B_rej,122,13,1170,209,0.0146907065,0,0.0,1.0
1292,1292,B_rej,122,13,1171,209,0.046439834,0,0.0,1.0
1293,1293,B_rej,122,13,1172,209,0.020005418,0,0.0,1.0
1294,1294,B_rej,122,13,1173,209,0.0070807114,0,0.0,1.0
1295,1295,B_rej,122,13,1174,209,0.24737386,0,0.0,1.0
1296,1296,B_rej,122,13,1175,209,0.43889606,0,1.0,1.0
1297,1297,B_acc,122,13,1176,210,0.9852562,1,1.0,1.0
1298,1298,B_rej,122,13,1177,210,0.29781803,0,0.0,1.0
1299,1299,B_rej,122,13,1178,210,0.00079027854,0,0.0,1.0
1300,1300,B_rej,122,13,1179,210,6.656382e-07,0,0.0,1.0
1301,1301,B_rej,122,13,1180,210,0.13932367,0,0.0,1.0
1302,1302,B_rej,122,13,1181,210,0.41261387,0,1.0,1.0
1303,1303,B_rej,122,13,1182,210,0.015668986,0,0.0,1.0
1304,1304,B_rej,122,13,1183,210,0.08888792,0,1.0,1.0
1305,1305,B_rej,122,13,1184,210,0.00420663,0,0.0,1.0
1306,1306,B_rej,122,13,1185,210,0.0064557567,0,0.0,1.0
1307,1307,B_rej,122,13,1186,210,0.07286164,0,0.0,1.0
1308,1308,B_rej,122,13,1187,210,0.0057205237,0,0.0,1.0
1309,1309,B_rej,122,13,1188,210,0.46308762,0,1.0,1.0
1310,1310,B_rej,122,13,1189,210,0.25158748,0,1.0,1.0
1311,1311,B_rej,122,13,1190,210,0.055511188,0,1.0,1.0
1312,1312,A_rej,123,13,1190,210,0.20527813,0,0.0,0.0
1313,1313,A_rej,124,13,1190,210,0.24363951,0,0.0,0.0
1314,1314,B_rej,124,13,1191,210,0.0050076656,0,0.0,1.0
1315,1315,B_rej,124,13,1192,210,0.00037469895,0,0.0,1.0
1316,1316,B_rej,124,13,1193,210,0.043368716,0,0.0,1.0
1317,1317,A_rej,125,13,1193,210,0.063112125,0,0.0,0.0
1318,1318,B_rej,125,13,1194,210,0.006358215,0,0.0,1.0
1319,1319,B_rej,125,13,1195,210,0.09321486,0,1.0,1.0
1320,1320,A_rej,126,13,1195,210,0.13092738,0,1.0,0.0
1321,1321,B_rej,126,13,1196,210,0.0027216207,0,0.0,1.0
1322,1322,B_rej,126,13,1197,210,0.3069364,0,0.0,1.0
1323,1323,B_rej,126,13,1198,210,0.46691677,0,1.0,1.0
1324,1324,A_rej,127,13,1198,210,0.11084279,0,0.0,0.0
1325,1325,A_acc,128,14,1198,210,0.86630744,1,1.0,0.0
1326,1326,A_rej,129,14,1198,210,0.479957,0,0.0,0.0
1327,1327,B_rej,129,14,1199,210,0.0073953797,0,0.0,1.0
1328,1328,B_acc,129,14,1200,211,0.61818486,1,1.0,1.0
1329,1329,B_rej,129,14,1201,211,0.4173254,0,0.0,1.0
1330,1330,B_rej,129,14,1202,211,0.0053812256,0,0.0,1.0
1331,1331,B_acc,129,14,1203,212,0.5247637,1,0.0,1.0
1332,1332,A_rej,130,14,1203,212,0.0003904248,0,0.0,0.0
1333,1333,B_rej,130,14,1204,212,7.331648e-05,0,0.0,1.0
1334,1334,B_acc,130,14,1205,213,0.5371126,1,1.0,1.0
1335,1335,B_rej,130,14,1206,213,0.1282058,0,0.0,1.0
1336,1336,B_rej,130,14,1207,213,0.000107380176,0,0.0,1.0
1337,1337,A_rej,131,14,1207,213,0.0043559046,0,0.0,0.0
1338,1338,B_acc,131,14,1208,214,0.62740225,1,1.0,1.0
1339,1339,B_rej,131,14,1209,214,0.16219361,0,0.0,1.0
1340,1340,B_rej,131,14,1210,214,0.19091904,0,0.0,1.0
1341,1341,A_acc,132,15,1210,214,0.8099386,1,1.0,0.0
1342,1342,B_rej,132,15,1211,214,0.010354637,0,0.0,1.0
1343,1343,B_acc,132,15,1212,215,0.9994087,1,1.0,1.0
1344,1344,B_rej,132,15,1213,215,0.0028988612,0,0.0,1.0
1345,1345,B_rej,132,15,1214,215,0.27322626,0,0.0,1.0
1346,1346,B_rej,132,15,1215,215,0.033641048,0,0.0,1.0
1347,1347,A_rej,133,15,1215,215,0.44464186,0,0.0,0.0
1348,1348,A_rej,134,15,1215,215,0.0014161228,0,0.0,0.0
1349,1349,B_rej,134,15,1216,215,0.35327655,0,0.0,1.0
1350,1350,B_rej,134,15,1217,215,0.015566774,0,0.0,1.0
1351,1351,B_rej,134,15,1218,215,0.015006733,0,0.0,1.0
1352,1352,B_acc,134,15,1219,216,0.69057846,1,0.0,1.0
1353,1353,B_acc,134,15,1220,217,0.7773651,1,1.0,1.0
1354,1354,B_rej,134,15,1221,217,0.40942425,0,1.0,1.0
1355,1355,B_rej,134,15,1222,217,0.22527842,0,0.0,1.0
1356,1356,B_rej,134,15,1223,217,0.0044472455,0,0.0,1.0
1357,1357,B_rej,134,15,1224,217,0.0014342462,0,0.0,1.0
1358,1358,B_rej,134,15,1225,217,0.24054788,0,1.0,1.0
1359,1359,B_rej,134,15,1226,217,0.34914625,0,1.0,1.0
1360,1360,B_rej,134,15,1227,217,0.012771465,0,0.0,1.0
1361,1361,A_rej,135,15,1227,217,0.10368713,0,0.0,0.0
1362,1362,B_rej,135,15,1228,217,0.4530279,0,0.0,1.0
1363,1363,B_rej,135,15,1229,217,0.35227117,0,1.0,1.0
1364,1364,B_rej,135,15,1230,217,0.092083775,0,0.0,1.0
1365,1365,B_rej,135,15,1231,217,0.22035033,0,1.0,1.0
1366,1366,B_rej,135,15,1232,217,0.0009177449,0,0.0,1.0
1367,1367,B_rej,135,15,1233,217,0.0004061131,0,0.0,1.0
1368,1368,A_rej,136,15,1233,217,0.24520278,0,0.0,0.0
1369,1369,B_rej,136,15,1234,217,0.09121008,0,0.0,1.0
1370,1370,B_rej,136,15,1235,217,0.006101147,0,0.0,1.0
1371,1371,B_rej,136,15,1236,217,0.0029639446,0,0.0,1.0
1372,1372,B_rej,136,15,1237,217,0.006219636,0,0.0,1.0
1373,1373,B_acc,136,15,1238,218,0.5201745,1,1.0,1.0
1374,1374,B_rej,136,15,1239,218,0.091271006,0,0.0,1.0
1375,1375,B_acc,136,15,1240,219,0.69211257,1,1.0,1.0
1376,1376,B_rej,136,15,1241,219,0.051717762,0,0.0,1.0
1377,1377,B_acc,136,15,1242,220,1.0,1,1.0,1.0
1378,1378,B_rej,136,15,1243,220,0.17619033,0,1.0,1.0
1379,1379,B_rej,136,15,1244,220,0.324197,0,0.0,1.0
1380,1380,B_rej,136,15,1245,220,0.13856208,0,0.0,1.0
1381,1381,B_acc,136,15,1246,221,0.65553993,1,1.0,1.0
1382,1382,B_rej,136,15,1247,221,0.47136328,0,0.0,1.0
1383,1383,B_rej,136,15,1248,221,0.0023356492,0,0.0,1.0
1384,1384,A_rej,137,15,1248,221,0.00011259062,0,0.0,0.0
1385,1385,B_rej,137,15,1249,221,0.0011408107,0,0.0,1.0
1386,1386,B_rej,137,15,1250,221,0.126483,0,0.0,1.0
1387,1387,B_rej,137,15,1251,221,3.011254e-06,0,0.0,1.0
1388,1388,B_rej,137,15,1252,221,0.0006737425,0,0.0,1.0
1389,1389,B_rej,137,15,1253,221,5.403826e-06,0,0.0,1.0
1390,1390,B_rej,137,15,1254,221,0.46657395,0,1.0,1.0
1391,1391,B_rej,137,15,1255,221,0.00083085615,0,0.0,1.0
1392,1392,B_acc,137,15,1256,222,0.53026026,1,1.0,1.0
1393,1393,B_rej,137,15,1257,222,0.00016028012,0,0.0,1.0
1394,1394,B_rej,137,15,1258,222,0.0006664291,0,0.0,1.0
1395,1395,B_rej,137,15,1259,222,4.6117544e-05,0,0.0,1.0
1396,1396,B_acc,137,15,1260,223,0.60525084,1,1.0,1.0
1397,1397,B_rej,137,15,1261,223,0.39825684,0,1.0,1.0
1398,1398,A_rej,138,15,1261,223,0.00022587288,0,0.0,0.0
1399,1399,A_rej,139,15,1261,223,0.010810323,0,0.0,0.0
1400,1400,B_rej,139,15,1262,223,0.15755047,0,0.0,1.0
1401,1401,B_rej,139,15,1263,223,0.0018844698,0,0.0,1.0
1402,1402,B_rej,139,15,1264,223,0.00076458015,0,0.0,1.0
1403,1403,B_rej,139,15,1265,223,6.3088504e-05,0,0.0,1.0
1404,1404,B_rej,139,15,1266,223,0.0025149516,0,0.0,1.0
1405,1405,B_rej,139,15,1267,223,0.037556954,0,0.0,1.0
1406,1406,B_rej,139,15,1268,223,0.12571126,0,0.0,1.0
1407,1407,B_rej,139,15,1269,223,0.39810124,0,1.0,1.0
1408,1408,A_rej,140,15,1269,223,0.45420438,0,0.0,0.0
1409,1409,B_rej,140,15,1270,223,0.016281944,0,0.0,1.0
1410,1410,A_rej,141,15,1270,223,0.014797136,0,0.0,0.0
1411,1411,B_rej,141,15,1271,223,0.33075437,0,0.0,1.0
1412,1412,B_acc,141,15,1272,224,0.6004477,1,0.0,1.0
1413,1413,B_rej,141,15,1273,224,0.050604288,0,0.0,1.0
1414,1414,B_rej,141,15,1274,224,0.09491662,0,0.0,1.0
1415,1415,B_rej,141,15,1275,224,0.00073376583,0,0.0,1.0
1416,1416,B_rej,141,15,1276,224,0.00015656455,0,0.0,1.0
1417,1417,B_rej,141,15,1277,224,0.021001512,0,0.0,1.0
1418,1418,B_rej,141,15,1278,224,0.3946135,0,1.0,1.0
1419,1419,B_rej,141,15,1279,224,0.30532637,0,0.0,1.0
1420,1420,B_rej,141,15,1280,224,0.3620694,0,1.0,1.0
1421,1421,B_rej,141,15,1281,224,0.083343856,0,0.0,1.0
1422,1422,B_rej,141,15,1282,224,0.09350692,0,0.0,1.0
1423,1423,B_rej,141,15,1283,224,0.461115,0,0.0,1.0
1424,1424,B_rej,141,15,1284,224,0.06859444,0,0.0,1.0
1425,1425,B_rej,141,15,1285,224,0.15645061,0,0.0,1.0
1426,1426,B_acc,141,15,1286,225,0.61686295,1,1.0,1.0
1427,1427,B_rej,141,15,1287,225,0.2975638,0,1.0,1.0
1428,1428,B_rej,141,15,1288,225,0.43040672,0,0.0,1.0
1429,1429,A_rej,142,15,1288,225,0.001429759,0,0.0,0.0
1430,1430,B_rej,142,15,1289,225,0.15999155,0,0.0,1.0
1431,1431,B_acc,142,15,1290,226,0.5027132,1,0.0,1.0
1432,1432,B_acc,142,15,1291,227,0.85183007,1,1.0,1.0
1433,1433,B_rej,142,15,1292,227,0.008353546,0,0.0,1.0
1434,1434,B_rej,142,15,1293,227,0.023058292,0,0.0,1.0
1435,1435,B_rej,142,15,1294,227,4.3321575e-06,0,0.0,1.0
1436,1436,B_rej,142,15,1295,227,0.0004171012,0,0.0,1.0
1437,1437,A_rej,143,15,1295,227,0.49192125,0,1.0,0.0
1438,1438,B_rej,143,15,1296,227,0.35022888,0,0.0,1.0
1439,1439,B_rej,143,15,1297,227,0.4769134,0,1.0,1.0
1440,1440,B_rej,143,15,1298,227,0.24959636,0,0.0,1.0
1441,1441,A_rej,144,15,1298,227,0.0031967394,0,0.0,0.0
1442,1442,B_acc,144,15,1299,228,0.7897311,1,1.0,1.0
1443,1443,B_rej,144,15,1300,228,0.0020650998,0,0.0,1.0
1444,1444,B_acc,144,15,1301,229,0.9132924,1,1.0,1.0
1445,1445,A_rej,145,15,1301,229,0.023815433,0,0.0,0.0
1446,1446,B_rej,145,15,1302,229,0.1196479,0,0.0,1.0
1447,1447,A_rej,146,15,1302,229,0.0015716463,0,0.0,0.0
1448,1448,B_rej,146,15,1303,229,0.008358339,0,0.0,1.0
1449,1449,B_rej,146,15,1304,229,0.0007341236,0,0.0,1.0
1450,1450,B_rej,146,15,1305,229,0.3855315,0,0.0,1.0
1451,1451,B_acc,146,15,1306,230,0.9575149,1,1.0,1.0
1452,1452,B_rej,146,15,1307,230,0.010302489,0,0.0,1.0
1453,1453,B_rej,146,15,1308,230,0.03436634,0,0.0,1.0
1454,1454,B_rej,146,15,1309,230,0.18234526,0,0.0,1.0
1455,1455,B_rej,146,15,1310,230,0.20059809,0,0.0,1.0
1456,1456,B_rej,146,15,1311,230,0.38557416,0,1.0,1.0
1457,1457,B_rej,146,15,1312,230,0.005887381,0,0.0,1.0
1458,1458,B_rej,146,15,1313,230,0.30063632,0,0.0,1.0
1459,1459,B_rej,146,15,1314,230,0.012017707,0,0.0,1.0
1460,1460,A_rej,147,15,1314,230,0.018687468,0,0.0,0.0
1461,1461,B_rej,147,15,1315,230,0.29978293,0,1.0,1.0
1462,1462,B_rej,147,15,1316,230,0.013090668,0,0.0,1.0
1463,1463,A_rej,148,15,1316,230,0.009330684,0,0.0,0.0
